StateCo,StateAb,DivName,DivId,DivCo,PPName,Status,PremisesName,Address1,Address2,Address3,Locality,AddrStateAb,Postcode,PPId,AdvBoothLocation,AdvGateAccess,EntrancesDesc,Lat,Long,CCD,WheelchairAccess,OrdVoteEst,DecVoteEst,NoOrdIssuingOff,NoOfDecIssuingOff
2,NSW,Banks,103,1,Allawah,Current,P J Ferry Reserve Hall,cnr Bellevue Pde & Blakesley Rd,,,CARLTON,NSW,2218,31,,,Blakesley Rd Bellevue Pde,-33.9767897,151.1148974,1361509,Assisted,1608,160,4,2
2,NSW,Banks,103,1,Allawah South,Current,St Raphael's Catholic Church Hall,84 George St, ,,SOUTH HURSTVILLE,NSW,2221,67,,,Russell La George St,-33.9756,151.111,1361510,None,1275,84,3,1
2,NSW,Banks,103,1,Beverly Hills North (Banks),Current,Beverly Hills North Public School,cnr Shorter Ave & King Georges Rd,,,BEVERLY HILLS,NSW,2209,56500,,,Entrance:Shorter Ave,-33.9413,151.075,1350302,None,532,0,2,0
2,NSW,Banks,103,1,Beverly Hills South,Current,Beverly Hills Public School,cnr Stoney Creek & King Georges Rds, ,,BEVERLY HILLS,NSW,2209,2646,,,King Georges Rd,-33.9528,151.085,1360804,Assisted,1618,151,4,2
2,NSW,Banks,103,1,Blakehurst,Abolition,,,,,,,,36,,,,,,0,,0,0,0,0
2,NSW,Banks,103,1,Blakehurst North,Current,Blakehurst High School,270A Woniora Rd, ,,BLAKEHURST,NSW,2221,46,,,Woniora Rd,-33.9814,151.113,1361602,Assisted,1002,120,3,2
2,NSW,Banks,103,1,Blakehurst South,Current,Bald Face Public School,84 Stuart St, ,,BLAKEHURST,NSW,2221,33,,,Stuart St,-33.996455,151.1066889,1361404,Assisted,1866,110,4,1
2,NSW,Banks,103,1,Carlton South (Banks),Current,Carlton South Public School,Jubilee Avenue, ,,CARLTON,NSW,2218,56472,,Jubilee Ave & Ecole St,"School gate in Jubilee Avenue, Carlton School gate in Ecole Street, Carlton",-33.9727,151.128,1361703,Assisted,504,0,2,0
2,NSW,Banks,103,1,Carlton West,Appointment,St Cuthbert's Anglican Church Hall,34 Park Rd, ,,CARLTON,NSW,2218,65,,,Park Rd,-33.9763447,151.1206652,1361704,Assisted,1560,384,4,4
2,NSW,Banks,103,1,Carlton West (Banks),Abolition,St Cuthbert's Anglican Church Hall,34 Park Rd, ,,CARLTON,NSW,2218,65,,,,,,0,,0,0,0,0
2,NSW,Banks,103,1,Connells Point,Current,Connells Point Public School,Riverview Ave, ,,CONNELLS POINT,NSW,2221,42,,,Riverview Ave,-33.9855,151.1,1361410,Assisted,2913,203,6,2
2,NSW,Banks,103,1,Hurstville,Current,Hurstville Senior Citizens Centre,91 Queens Rd,,,HURSTVILLE,NSW,2220,2663,,,Queens Rd,-33.9642,151.102,1360709,Full,2442,261,6,3
2,NSW,Banks,103,1,Hurstville Central,Abolition,,,,,,,,44,,,,,,0,,0,0,0,0
2,NSW,Banks,103,1,Hurstville East,Current,Hurstville Public School,Forest Rd, ,,HURSTVILLE,NSW,2220,2664,,,Forest Rd Orange St,-33.9641,151.111,1360704,None,2274,377,6,4
2,NSW,Banks,103,1,Hurstville Grove,Current,St Aidan's Anglican Church Hall,119 Lansdowne St, ,,HURSTVILLE GROVE,NSW,2220,45,,,Hillcrest Ave,-33.9744,151.092,1361207,None,2517,169,6,2
2,NSW,Banks,103,1,Hurstville North,Current,Kingsway Scout Hall,Barnards Ave,,,HURSTVILLE,NSW,2220,2665,,,Barnards Ave,-33.9544,151.096,1360605,None,2363,217,5,2
2,NSW,Banks,103,1,Hurstville South,Appointment,Hurstville South Public School,Maher St, ,,HURSTVILLE,NSW,2220,43,,,Maher St,-33.9726,151.099,1361214,Assisted,1032,74,3,1
2,NSW,Banks,103,1,Lugarno,Current,Lugarno Public School,Old Forest Rd,,,LUGARNO,NSW,2210,4,,,Old Forest Rd,-33.985015,151.0454806,1361106,Assisted,3109,192,7,2
2,NSW,Banks,103,1,Mortdale Central,Current,Mortdale Pensioners Welfare Club,76 Pitt St,,,MORTDALE,NSW,2223,55,,,Pitt St,-33.9729046,151.0773353,1360910,Full,1970,140,4,2
2,NSW,Banks,103,1,Mortdale East,Current,Mortdale Public School,Coleborne Ave, ,,MORTDALE,NSW,2223,56,,,Coleborne Ave,-33.9727,151.081,1361302,Assisted,1593,150,4,2
2,NSW,Banks,103,1,Mortdale Heights,Current,Mortdale Girl Guides Hall,Beatty St,,,MORTDALE,NSW,2223,57,,,Beatty St,-33.9705,151.067,1361001,Assisted,1169,66,3,1
2,NSW,Banks,103,1,Mortdale West,Current,Penshurst West Public School,Scott St,,,MORTDALE,NSW,2223,5,,,Scott St,-33.9615619,151.0731878,1360305,None,2312,198,5,2
2,NSW,Banks,103,1,Narwee,Current,Narwee Public School,61-65 Broad Arrow Rd,,,NARWEE,NSW,2209,6,,,Broad Arrow Rd,-33.9482,151.069,1350304,Assisted,3082,269,7,3
2,NSW,Banks,103,1,Oatley,Current,Oatley Public School,Neville St, ,,OATLEY,NSW,2223,58,,,Letitia St,-33.9847,151.081,1361312,Assisted,2837,197,6,2
2,NSW,Banks,103,1,Oatley West,Current,Oatley West Public School,Oatley Park Ave,,,OATLEY,NSW,2223,59,,,Oatley Park Ave,-33.9796,151.065,1361007,Assisted,2602,145,6,2
2,NSW,Banks,103,1,Padstow,Current,Padstow Park Public School,Segers Ave,,,PADSTOW,NSW,2211,7,,,Faraday Rd,-33.9542,151.031,1342504,None,3275,372,7,4
2,NSW,Banks,103,1,Padstow East,Current,Padstow Senior Citizens Centre,17 Cahors Rd,,,PADSTOW,NSW,2211,8,,,Cahors Rd,-33.949,151.03,1342106,Assisted,1395,230,3,3
2,NSW,Banks,103,1,Padstow North,Current,Padstow TAFE,Raine Rd,,,PADSTOW,NSW,2211,9,,,Raine Rd,-33.947343,151.0258927,1342108,Assisted,1491,122,3,2
2,NSW,Banks,103,1,Padstow South,Current,Padstow Heights Public School,Chamberlain Rd,,,PADSTOW HEIGHTS,NSW,2211,10,,,Chamberlain Rd Henry Kendall Ave,-33.9664348,151.0305364,1342607,None,2887,225,6,3
2,NSW,Banks,103,1,Peakhurst East,Current,Peakhurst Public School,Bonds Rd,,,PEAKHURST,NSW,2210,16,,,Bailey Pde,-33.9553,151.061,1360107,Assisted,2216,177,5,2
2,NSW,Banks,103,1,Peakhurst South,Current,Peakhurst South Public School,Pindari Rd,,,PEAKHURST,NSW,2210,17,,,Pindari Rd,-33.9728147,151.0555257,1361102,Full,2046,119,5,2
2,NSW,Banks,103,1,Peakhurst West,Current,Peakhurst West Public School,Ogilvy St,,,PEAKHURST,NSW,2210,18,,,Ogilvy St,-33.9616492,151.0489593,1360203,None,2861,235,6,3
2,NSW,Banks,103,1,Penshurst,Current,Penshurst Public School,Arcadia St, ,,PENSHURST,NSW,2222,19,,,Arcadia St,-33.9625909,151.0875342,1360806,Assisted,1882,176,4,2
2,NSW,Banks,103,1,Penshurst Central,Current,Penshurst Girls Campus,2 Austral St,,,PENSHURST,NSW,2222,60,,,Austral St,-33.9641,151.087,1360308,None,2525,247,6,3
2,NSW,Banks,103,1,Punchbowl (Banks),Current,Punchbowl Public School,1333 Canterbury Rd,,,PUNCHBOWL,NSW,2196,23,Watson use hall Banks use classrooms,Viola St & Rossmore Ave,Entrances:Viola St           Rossmore Ave- 2 gates,-33.9307,151.056,1350206,None,1421,248,4,3
2,NSW,Banks,103,1,Revesby (Banks),Current,Y.M.C.A. Centre,184 The River Rd,,,REVESBY,NSW,2212,24,,,Hedlund St,-33.9542157,151.0166996,1342501,Assisted,887,174,2,2
2,NSW,Banks,103,1,Revesby North (Banks),Current,Revesby Public School,Victoria St,,,REVESBY,NSW,2212,25,,,Victoria St,-33.9447,151.017,1342202,None,2299,290,5,3
2,NSW,Banks,103,1,Riverwood East,Current,Hannans Road Public School,Hannans Rd,,,RIVERWOOD,NSW,2210,3,,,Hannans Rd,-33.9459,151.058,1350210,Assisted,1974,287,4,3
2,NSW,Banks,103,1,Riverwood North,Current,Riverwood Public School,Union St,,,RIVERWOOD,NSW,2210,27,,,Union St,-33.9476795,151.047088,1350108,Assisted,1467,153,3,2
2,NSW,Banks,103,1,Riverwood South,Current,St Andrew's Church Hall,9 Littleton St,,,RIVERWOOD,NSW,2210,28,,,Littleton St,-33.9524734,151.0532173,1360103,None,1852,146,4,2
2,NSW,Banks,103,1,South Hurstville,Current,St Mark's Church Hall,10 The Mall, ,,SOUTH HURSTVILLE,NSW,2221,35,,,The Mall,-33.9797,151.106,1361411,Assisted,1127,90,3,1
2,NSW,Banks,103,1,South Hurstville South,Abolition,Hurstville South Public School,Maher St, ,,HURSTVILLE,NSW,2220,43,,,,,,0,,0,0,0,0
2,NSW,Banks,103,1,Sydney (Banks),Current,Sydney Town Hall,George St, ,,SYDNEY,NSW,2000,14011,,Sydney Town Hall Square,via Town Hall Square,-33.8735,151.207,1400114,Assisted,180,0,0,0
2,NSW,Barton,104,2,Arncliffe,Current,Arncliffe Community Centre Coronation Hall,23 Barden St,,,ARNCLIFFE,NSW,2205,32,,,Entrance: Barden Street,-33.938,151.144,1362505,Full,1270,143,3,2
2,NSW,Barton,104,2,Arncliffe Central,Current,Arncliffe Public School,168 Princes Hwy,,,ARNCLIFFE,NSW,2205,34,School Hall,Segenhoe Street,Entrance by Segenhoe Avenue only,-33.9406,151.147,1362607,Assisted,1362,139,3,2
2,NSW,Barton,104,2,Arncliffe West,Current,Athelstane Public School,Athelstane Ave, ,,ARNCLIFFE,NSW,2205,2642,,,Entrance: Gates in Athelstane Avenue and Wollongong Road,-33.9374,151.138,1362503,Assisted,2964,262,7,3
2,NSW,Barton,104,2,Bardwell Park,Current,Bardwell Park Infants School,4 Crewe La, ,,BARDWELL PARK,NSW,2207,2643,,,"Gate at 4 Crew Lane, Bardwell  Park NSW 2207. Laneway at Darley Road, Bardwell Park",-33.9338,151.125,1362202,None,1158,66,3,1
2,NSW,Barton,104,2,Beverly Hills,Current,St Bede's Anglican Church Hall,119 Morgan St,,,BEVERLY HILLS,NSW,2209,2645,,,119 Morgan St Beverly Hills NSW 2209,-33.9492,151.083,1360507,Assisted,1259,167,3,2
2,NSW,Barton,104,2,Beverly Hills Central,Current,Beverly Hills Uniting Church Hall,82 Ponyara Rd, ,,BEVERLY HILLS,NSW,2209,2670,,,"Door at 82 Ponyara Road, BEVERLY HILLS",-33.947,151.079,1360501,None,1298,152,3,2
2,NSW,Barton,104,2,Bexley,Current,Bexley Baptist Church,484 Forest Rd, ,,BEXLEY,NSW,2207,2647,,,"gateway 484 Forest Road, BEXLEY",-33.9515,151.125,1362309,None,1968,187,4,2
2,NSW,Barton,104,2,Bexley Central,Current,St Gabriel's School,50 Abercorn St, ,,BEXLEY,NSW,2207,2648,,,"Main gate at 50 Abercorn St, BEXLEY Back gate at Highgate St, BEXLEY",-33.9479,151.122,1362209,Assisted,926,93,2,1
2,NSW,Barton,104,2,Bexley East,Current,Bexley Public School,330-354 Forest Rd, ,,BEXLEY,NSW,2207,2640,New School Hall,for disabled Albyn St,"Gate in Albyn Street, BEXLEY for Disabled Parking. Gate at 330 Forest Road, BEXLEY Lane at Frederick Street, ROCKDALE",-33.9467,151.128,1362208,Full,1682,187,4,2
2,NSW,Barton,104,2,Bexley North,Current,Bexley North Public School,116 Kingsland Rd, ,,BEXLEY NORTH,NSW,2207,2649,New School Hall,Disabled Pkg Wilkinson S,"Gate at 116 Kingsland Rd N, BEXLEY NORTH Driveway for disabled at Wilkinson Rd, BEXLEY NORTH Gate at Benjamin Street, BEXLEY NORTH",-33.9407,151.121,1362205,Assisted,1205,87,3,1
2,NSW,Barton,104,2,Bexley South,Current,Sydney Technical High School,686 Forest Rd,,,BEXLEY,NSW,2207,34034,,,"Gate at Forest Road, BEXLEY",-33.9625,151.113,1362011,None,836,193,2,2
2,NSW,Barton,104,2,Bexley West,Current,Bexley West Uniting Church Hall,80A St Georges Rd, ,,BEXLEY,NSW,2207,2650,,,"Doors at 80A St Georges Rd, BEXLEY",-33.9522,151.114,1362009,Full,2269,183,6,2
2,NSW,Barton,104,2,Brighton North,Current,St Mark's Anglican Church Hall,3 Trafalgar St,,,BRIGHTON-LE-SANDS,NSW,2216,39,,,"3 Trafalgar Street, Brighton-Le-Sands",-33.9605,151.154,1362903,None,1240,151,3,2
2,NSW,Barton,104,2,Brighton-Le-Sands,Current,Brighton-Le-Sands Public School,35 Crawford Rd, ,,BRIGHTON-LE-SANDS,NSW,2216,38,,,School gate in Crawford Street,-33.9627,151.148,1362901,Full,2690,343,6,5
2,NSW,Barton,104,2,Carlton,Current,Carlton Public School,60 Cameron St,,,BEXLEY,NSW,2207,2653,,,Cameron Street gate,-33.9624,151.124,1361911,Assisted,2933,226,6,3
2,NSW,Barton,104,2,Carlton South (Barton),Current,Carlton South Public School,Jubilee Avenue, ,,CARLTON,NSW,2218,47,,Jubilee Ave & Ecole St,"School gate in Jubilee Avenue, Carlton School gate in Ecole Street, Carlton",-33.9727,151.128,1361703,Assisted,2639,295,6,3
2,NSW,Barton,104,2,Carlton West (Barton),Abolition,,,,,,,,56544,,,,,,0,,0,0,0,0
2,NSW,Barton,104,2,Carss Park,Current,Blakehurst Public School,Dewrang St, ,,CARSS PARK,NSW,2221,40,,,Gates in Dewrang Street and bridge over Princes Highway,-33.9834,151.116,1361613,Assisted,719,142,2,2
2,NSW,Barton,104,2,Clemton Park (Barton),Current,Clemton Park Public School,185 Bexley Rd, ,,EARLWOOD,NSW,2206,2656,,"Miller St, Kingsgrove","Main Gate on Miller Street, Kingsgrove Front Gate at 185 Bexley Road, Earlwood",-33.92951,151.10897,1351607,Assisted,2154,233,6,3
2,NSW,Barton,104,2,Earlwood,Current,Earlwood Uniting Church Hall,16 William Street, ,,EARLWOOD,NSW,2206,2659,,,"Doorway at 16 William Street, Earlwood",-33.9274,151.123,1351703,Assisted,1005,161,3,2
2,NSW,Barton,104,2,Earlwood Central,Current,Our Lady of Lourdes Catholic School Hall,St James Ave,,,EARLWOOD,NSW,2206,2660,New School Hall,Lower Gate,gate at St James Avenue. EARLWOOD NSW 2206,-33.9281,151.127,1351801,None,1605,178,4,2
2,NSW,Barton,104,2,Earlwood South,Current,Earlwood Public School,396 Homer St, ,,EARLWOOD,NSW,2206,2661,,,"Gate on 396 Homer Street, EARLWOOD Gate on Richard Avenue, EARLWOOD",-33.9283,151.124,1351704,Assisted,2647,282,6,3
2,NSW,Barton,104,2,Kingsgrove,Current,St Thomas'/Sth W Chinese Christian Church Hall,4 Morgan St, ,,KINGSGROVE,NSW,2208,2666,,,"Gate 4 Morgan Street, Kingsgrove",-33.9401,151.103,1360611,Assisted,1776,189,4,2
2,NSW,Barton,104,2,Kingsgrove North,Appointment,Kingsgrove North High School,2 St Albans Rd, ,,KINGSGROVE,NSW,2208,2657,,,"School Gate at 2 St Albans Road School Gate at Richland Road, Kingsgrove",-33.93385,151.09621,1351601,Assisted,978,347,2,4
2,NSW,Barton,104,2,Kingsgrove North (Barton),Abolition,Kingsgrove North High School,2 St Albans Rd, ,,KINGSGROVE,NSW,2208,2657,,,,,,0,,0,0,0,0
2,NSW,Barton,104,2,Kingsgrove South,Current,Kingsgrove High School,Kingsgrove Rd,,,KINGSGROVE,NSW,2208,2667,,,"School Gate on Kingsgrove Rd, Kingsgrove School Gate on Rayment Ave, Kingsgrove",-33.9494,151.102,1360603,Assisted,1150,283,3,3
2,NSW,Barton,104,2,Kogarah,Current,Kogarah Uniting Church Hall,cnr Kensington & Gray Sts, ,,KOGARAH,NSW,2217,48,,,"Door on Kensington Street, Kogarah",-33.9666,151.132,1361804,Assisted,1084,329,3,3
2,NSW,Barton,104,2,Kogarah Bay,Current,Congregational Church Hall,cnr Wyee & Souter Sts, ,,KOGARAH BAY,NSW,2217,49,,,gate Wyee Street,-33.9839,151.123,1361605,None,1155,91,3,1
2,NSW,Barton,104,2,Kogarah Central,Current,Kogarah High School,Gladstone St, ,,KOGARAH,NSW,2217,50,,,"Gate at Gladstone Street, KOGARAH",-33.9616,151.136,1361802,Assisted,1589,337,4,4
2,NSW,Barton,104,2,Kogarah East,Current,St George School,2A Marshall Street, ,,KOGARAH,NSW,2217,54,,,Gate in Marshall st,-33.9687,151.137,1362805,Full,855,75,2,1
2,NSW,Barton,104,2,Kogarah North,Current,Sunnyhaven Ltd,35 Beach St, ,,KOGARAH,NSW,2217,71,,,"Gate at 35 Beach St, Kogarah",-33.9607,151.142,1362810,Full,502,45,2,1
2,NSW,Barton,104,2,Kogarah West,Current,Kogarah West Senior Citizens' Centre,15 Taylor Street, ,,KOGARAH,NSW,2217,2654,,,"Door at 15 Taylor Street, Kogarah",-33.9641,151.131,1361907,Assisted,1132,75,3,1
2,NSW,Barton,104,2,Kyeemagh,Current,Kyeemagh Public School,Beehag St, ,,KYEEMAGH,NSW,2216,51,,,Beehag Street,-33.9497,151.161,1362603,None,1069,100,3,1
2,NSW,Barton,104,2,Mccallums Hill (Barton),Current,McCallums Hill Public School,McCallum St, ,,ROSELANDS,NSW,2196,56570,,,Entrances:McCallum St           Remly St,-33.9352,151.085,1350405,Assisted,581,25,2,0
2,NSW,Barton,104,2,Monterey,Current,St George Archers Hall,cnr Burlington St & Chuter Ave, ,,MONTEREY,NSW,2217,52,,,Across grass on to ramp to doorway.,-33.973,151.145,1363008,None,1675,135,5,2
2,NSW,Barton,104,2,North Bexley North,Current,Kingsgrove/Bexley North Community Centre,54A Shaw Street,,,BEXLEY NORTH,NSW,2207,2662,,,Gate entrance,-33.9383,151.109,1362101,Assisted,1287,111,3,2
2,NSW,Barton,104,2,North Earlwood,Current,"Church of Christ Hall, Earlwood",6 Burlington Ave, ,,EARLWOOD,NSW,2206,2672,,,"entrance of 6 Burlington Ave, Earlwood",-33.9182,151.123,1351209,None,1642,114,4,2
2,NSW,Barton,104,2,Ramsgate,Current,Sans Souci Literary Institute,107 Ramsgate Rd, ,,RAMSGATE,NSW,2217,69,,,"door on Ramsgate Road, Ramsgate",-33.9847,151.138,1363109,Assisted,2056,226,5,3
2,NSW,Barton,104,2,Ramsgate Beach,Current,Ramsgate Public School,Chuter Ave, ,,RAMSGATE,NSW,2217,61,School hall,,"Gate at Chuter Ave, Ramsgate Beach Gate at Hawthorne St used by Growers Mkt closed at 2pm (if raining not open)",-33.982,151.144,1363103,None,2337,283,5,3
2,NSW,Barton,104,2,Rockdale,Current,Rockdale Public School,Lord St, ,,ROCKDALE,NSW,2216,62,,,"School Gate at Lord Street, Rockdale",-33.9527,151.142,1362406,Assisted,1555,193,5,2
2,NSW,Barton,104,2,Rockdale Central,Current,Rockdale Uniting Church Hall,11 Bay St, ,,ROCKDALE,NSW,2216,63,,,Bay Street Gate,-33.9537,151.139,1362806,None,2551,366,7,4
2,NSW,Barton,104,2,Rockdale Park,Current,St Pius X Catholic Church Hall,280 West Botany St, ,,ROCKDALE,NSW,2216,64,,,Gate at 280 West Botany Street,-33.9507,151.149,1362702,Assisted,1224,148,3,2
2,NSW,Barton,104,2,Rockdale West,Current,St Joseph's Parish Centre,Parker Street, ,,ROCKDALE,NSW,2216,2671,,Walz St & Parker St,school gates in Parker St and Walz St,-33.9504,151.136,1362407,None,1615,176,5,2
2,NSW,Barton,104,2,Sandringham,Current,Sans Souci Community Pre-school,95 Clareville Ave,,,SANDRINGHAM,NSW,2219,41,,,"95 Clareville Avenue, Sandringham",-33.9991,151.139,1363206,Assisted,2384,173,5,2
2,NSW,Barton,104,2,Sans Souci,Current,Sans Souci Public School,413 Rocky Point Rd, ,,SANS SOUCI,NSW,2219,68,New School Hall,Disabled Rocky Pt Rd,"Disabled Access Gate via Rocky Point Rd, Sans Souci Gate in Endeavour St, Sans Souci Gate in The Boulevarde, Sans Souci",-33.9951,151.13,1361610,Assisted,2400,282,5,3
2,NSW,Barton,104,2,Sans Souci North,Current,Sans Souci Baptist Church,2 Hillview St, ,,SANS SOUCI,NSW,2219,37,Hall,,Hillview Street,-33.99,151.133,1361609,None,340,56,1,1
2,NSW,Barton,104,2,Sydney (Barton),Current,Sydney Town Hall,George St, ,,SYDNEY,NSW,2000,14014,,Sydney Town Hall Square,via Town Hall Square,-33.8735,151.207,1400114,Assisted,146,17,0,0
2,NSW,Barton,104,2,Turrella,Current,Cairnsfoot Special School,22 Loftus Street, ,,TURRELLA,NSW,2205,2641,,,"School Gate at 22 Loftus Street, Turrella",-33.9319,151.145,1362511,None,1282,127,3,2
2,NSW,Barton,104,2,Undercliffe,Current,Undercliffe Public School,143 Bayview Ave, ,,EARLWOOD,NSW,2206,2673,,,"Gate at 143 Bayvew Avenue, EARLWOOD Gate in Homer Street, EARLWOOD",-33.9244,151.139,1351803,Assisted,1914,177,4,2
2,NSW,Bennelong,105,3,Balaclava,Abolition,Epping Boys High School,213 Vimiera Rd, ,,MARSFIELD,NSW,2122,75,,,,,,0,,0,0,0,0
2,NSW,Bennelong,105,3,Boronia Park (Bennelong),Current,Boronia Park Public School,Pittwater Rd, ,,HUNTERS HILL,NSW,2110,33930,,,Pittwater Rd - 1 gate,-33.8212708,151.135236,1381510,Assisted,802,0,2,0
2,NSW,Bennelong,105,3,Carlingford (Bennelong),Current,Carlingford Public School,Rickard St, ,,CARLINGFORD,NSW,2118,634,,,Rickard St - 2 driveways and 5 gates,-33.7800229,151.0553219,1330910,None,1344,168,3,2
2,NSW,Bennelong,105,3,Denistone,Current,Eastwood Baptist Hall,3 First Ave, ,,EASTWOOD,NSW,2122,638,,,Hall entry Main gate - Rutledge St,-33.79244,151.08353,1380601,Assisted,1093,104,3,1
2,NSW,Bennelong,105,3,Denistone East,Current,Denistone East Public School,Lovell Rd,,,DENISTONE EAST,NSW,2112,639,,,Lovell Rd - 3 gates Brabyn St - 2 gates,-33.7935,151.097,1380205,Assisted,2612,146,6,2
2,NSW,Bennelong,105,3,Denistone North,Appointment,Ryde Hospital,Denistone Rd, ,,EASTWOOD,NSW,2122,656,VMO Lounge,,VMO lounge via Public Car Park,-33.7960028,151.0909419,1380206,Assisted,744,102,3,2
2,NSW,Bennelong,105,3,Denistone West,Current,Marsden High School,Winbourne St, ,,WEST RYDE,NSW,2114,647,,,Winbourne St - 1 driveway & 1 gate,-33.8036,151.07,1380311,Assisted,1533,106,4,1
2,NSW,Bennelong,105,3,Eastview,Current,Australian Air League Building,Santa Rosa Park,64 Bridge Rd,,RYDE,NSW,2112,79,Building in Santa Rosa Park,,Main Entry Bridge Rd,-33.7943477,151.109308,1380704,None,1184,76,3,1
2,NSW,Bennelong,105,3,Eastwood,Current,Eastwood Public School,Rowe St, ,,EASTWOOD,NSW,2122,642,,,Rowe St - 2 gates Rutledge St - 2 driveway & 1 gate Cnr Rowe & Shaftsbury - 1 driveway,-33.7928,151.078,1380404,Assisted,3755,430,8,4
2,NSW,Bennelong,105,3,Eastwood Heights,Current,Eastwood Heights Public School,Lincoln St, ,,EASTWOOD,NSW,2122,80,,,Lincoln St - 1 gate Bellamy Ave - 1 gate,-33.7817,151.096,1380106,Assisted,1677,75,4,1
2,NSW,Bennelong,105,3,Eastwood West,Current,Corrective Services Academy,66 Terry Rd, ,,EASTWOOD,NSW,2122,643,Conference Room,Lawson St,Lawson St - main gate,-33.7906,151.067,1380302,Assisted,1570,150,4,2
2,NSW,Bennelong,105,3,Epping,Current,Epping Church of Christ,31 Bridge St, ,,EPPING,NSW,2121,644,,,Bridge St - Main Hall entry,-33.7745,151.079,1331007,Assisted,2499,218,5,2
2,NSW,Bennelong,105,3,Epping East,Current,Epping Public School,Norfolk Rd,,,EPPING,NSW,2121,81,,,Norfolk Rd - 2 gates,-33.768408,151.0871472,1251212,Assisted,2205,200,5,2
2,NSW,Bennelong,105,3,Epping Heights,Current,Epping Heights Public School,128 Kent St, ,,EPPING,NSW,2121,645,,,Kent St - 1 gate & car park entrance,-33.76284,151.07377,1251111,Assisted,1802,116,4,2
2,NSW,Bennelong,105,3,Epping North,Current,Epping North Public School,Boundary Rd, ,,NORTH EPPING,NSW,2121,82,,,Boundary Rd - 2 gates & 1 carpark,-33.7576,151.096,1251315,Assisted,2617,127,6,2
2,NSW,Bennelong,105,3,Epping West,Current,Epping West Public School,96 Carlingford Rd, ,,EPPING,NSW,2121,11927,,,"Carlingford Rd - 1 gate, walkway & d/way Ward St - 2 gates",-33.7728471,151.0684506,1251107,Assisted,2985,248,6,3
2,NSW,Bennelong,105,3,Ermington,Current,Ermington Community Centre,8 River Rd,,,ERMINGTON,NSW,2115,33783,,,River Rd - 1 driveway,-33.8161262,151.0534399,1331101,Assisted,574,137,2,2
2,NSW,Bennelong,105,3,Ermington Central,Current,Rydalmere East Public School,Spurway St, ,,ERMINGTON,NSW,2115,2252,,,Mailing Ave - 1 gate & 1 car park gate,-33.816527,151.0572843,1331106,Assisted,1296,242,3,3
2,NSW,Bennelong,105,3,Ermington West (Bennelong),Current,Ermington West Public School,Vignes St, ,,ERMINGTON,NSW,2115,2253,,,Gate 1: Vignes St,-33.8061,151.058,1331207,Assisted,1885,169,4,2
2,NSW,Bennelong,105,3,Gladesville (Bennelong),Current,Gladesville Public School,Victoria Rd, ,,GLADESVILLE,NSW,2111,84,,,Main - Victoria Road Side - Linsley Street Car Park - Orr Street (Rear of School),-33.8323301,151.1259218,1381310,Assisted,2071,323,6,3
2,NSW,Bennelong,105,3,Gladesville Central,Current,St Andrew's Presbyterian Church,cnr Victoria & Pittwater Rds, ,,GLADESVILLE,NSW,2111,85,,,Cnr Pittwater and Victoria Rd- main gate Pittwater Rd - driveway,-33.82994,151.12699,1381407,None,623,207,2,2
2,NSW,Bennelong,105,3,Gladesville East,Abolition,,,,,,,,86,,,,,,0,,0,0,0,0
2,NSW,Bennelong,105,3,Gladesville North,Current,Gladesville Scout Hall,cnr Ryde & Westminster Rds,,,GLADESVILLE,NSW,2111,87,,,Ryde Road - main entrance,-33.8228,151.128,1381403,None,1730,212,4,2
2,NSW,Bennelong,105,3,Gladesville West,Current,Tennyson Pre-school Kindergarten,15A Stanbury St,,,GLADESVILLE,NSW,2111,88,,,corner Stanbury st and Nokia St - gate,-33.8277117,151.1201395,1381409,None,556,30,2,1
2,NSW,Bennelong,105,3,Holy Cross Ryde,Abolition,Ryde Secondary College,5 Malvina St,,,RYDE,NSW,2112,33877,,,,,,0,,0,0,0,0
2,NSW,Bennelong,105,3,Kent Road,Current,Kent Road Public School,cnr Herring & Kent Rds,,,MARSFIELD,NSW,2122,92,,,Kent Rd - 1 gate & 1 car park gate Herring Rd - 4 gates,-33.7864,151.109,1380806,Assisted,2244,161,5,2
2,NSW,Bennelong,105,3,Kittys Creek,Current,Montessori Pre-School,109 Cressy Rd,,,NORTH RYDE,NSW,2113,93,,,Cressy Rd - Doorway Main building,-33.8051163,151.1319848,1381006,None,419,21,1,0
2,NSW,Bennelong,105,3,Lyon Park,Abolition,Morling College,120 Herring Rd,,,MACQUARIE PARK,NSW,2113,98,,,,,,0,,0,0,0,0
2,NSW,Bennelong,105,3,Macquarie Park,Appointment,Morling College,120 Herring Rd,,,MACQUARIE PARK,NSW,2113,98,Dining Hall,,Herring rd - carpark entrance and path,-33.7797606,151.1149218,1380101,Assisted,1477,288,3,3
2,NSW,Bennelong,105,3,Marsfield,Current,Marsfield Scout Hall,72 Agincourt Rd,,,MARSFIELD,NSW,2122,99,,,,-33.782625,151.103196,1380809,None,2166,192,5,2
2,NSW,Bennelong,105,3,Marsfield North,Appointment,Epping Boys High School,213 Vimiera Rd, ,,MARSFIELD,NSW,2122,75,,,Vimiera Rd - 1 driveway,-33.7703911,151.0996223,1380107,Assisted,2764,279,6,3
